G1,G4,G8,G2,G6,G9,G5,G3,G7
43,39,491,44,41,606,18,41,52
42,31,492,52,33,703,11,50,58
29,58,505,46,41,877,15,30,52
73,36,456,45,27,860,24,56,55
59,30,530,46,20,563,28,49,53
54,42,497,54,31,719,26,47,54
42,52,490,67,39,667,22,38,54
53,20,487,66,26,744,28,42,49
39,42,515,60,44,784,19,45,48
43,43,484,64,22,604,28,52,39
58,35,500,46,35,703,33,55,40
45,30,520,45,26,872,39,44,50
35,50,490,53,27,738,23,58,46
53,58,558,55,47,628,38,52,71
36,37,505,63,33,579,21,45,42
50,52,481,64,26,725,20,37,47
45,50,517,66,35,889,20,54,52
46,24,532,47,17,685,21,51,53
55,41,484,44,36,706,22,56,59
61,47,457,42,37,671,19,36,51
68,37,448,54,30,628,25,53,43
56,26,524,50,14,767,20,52,44
52,27,506,56,21,726,26,52,41
50,57,513,54,33,618,22,37,49
47,37,432,64,37,832,27,47,55
41,27,538,51,26,849,20,41,51
48,26,537,47,17,840,27,29,51
48,37,464,48,21,714,25,50,49
56,40,506,51,43,709,20,51,64
49,38,521,52,30,750,18,55,42
46,49,487,60,41,626,20,46,47
63,33,567,52,14,692,16,42,34
34,37,500,66,25,710,18,45,57
41,58,558,57,32,701,19,60,58
42,45,503,52,24,724,22,50,54
47,44,464,58,17,718,17,52,46
39,21,498,51,19,696,18,45,42
53,61,511,65,32,737,12,44,61
48,29,505,57,23,625,31,45,45
69,24,456,51,34,668,22,36,44
52,48,511,53,45,792,16,58,38
37,43,506,58,21,639,26,41,48
60,35,456,59,27,698,15,46,49
50,33,485,41,33,622,29,35,48
47,31,476,37,39,733,28,52,53
46,30,516,58,19,853,20,51,52
46,27,476,57,22,696,19,51,52
37,30,534,50,25,676,24,48,61
57,31,498,42,30,632,18,42,46
55,33,477,64,23,603,26,46,44
43,44,494,46,37,849,25,50,44
38,56,513,50,42,857,27,49,48
52,40,487,56,24,709,26,41,38
47,31,494,59,24,597,30,51,37
48,41,500,60,24,846,30,38,58
57,30,472,42,30,686,30,41,52
54,28,510,50,27,691,20,51,40
54,33,438,47,37,598,19,46,38
54,33,474,50,30,703,23,42,67
67,47,486,46,34,724,23,49,62
48,37,466,49,29,656,16,39,62
56,38,482,59,38,654,22,49,51
71,32,495,61,27,692,22,51,51
50,47,513,60,29,850,24,37,43
59,59,526,63,17,754,19,68,41
59,46,550,44,39,610,17,57,48
53,28,522,54,24,736,34,62,47
72,31,483,62,36,844,29,46,49
45,31,495,44,24,719,31,43,42
55,46,457,54,28,718,12,44,44
48,28,524,44,17,713,20,65,54
49,23,474,50,39,725,19,64,45
58,31,482,60,39,722,39,55,42
52,29,556,43,29,736,25,42,57
48,18,475,55,33,780,26,28,59
45,40,471,57,30,606,14,60,51
41,55,499,60,37,737,28,48,51
51,46,443,43,33,588,19,45,58
67,32,470,42,35,634,32,49,46
40,42,446,46,35,738,26,50,32
49,31,463,60,28,718,21,51,46
42,62,540,36,46,731,20,51,61
54,30,549,71,36,574,16,51,52
56,40,517,66,30,694,27,47,45
74,36,450,51,31,716,20,57,57
65,35,499,72,41,693,26,53,58
63,53,501,53,43,738,20,42,55
37,36,523,53,25,704,19,59,38
36,29,507,43,26,739,22,47,51
50,31,558,39,24,718,25,57,43
61,33,495,49,35,590,22,45,45
55,42,482,66,24,868,28,65,41
58,36,547,53,13,596,19,47,42
37,37,466,49,25,708,24,48,57
40,41,492,41,37,731,20,50,60
35,35,480,51,29,729,17,46,50
31,30,477,59,28,884,15,53,58
39,45,498,48,34,664,27,54,53
39,38,517,57,50,610,19,57,54
54,31,516,55,28,757,21,60,47
47,29,472,53,31,577,17,51,37
55,38,532,51,17,763,25,55,51
58,30,529,54,16,838,19,39,45
56,42,491,36,29,686,21,40,50
59,13,535,58,32,627,23,50,46
47,46,474,63,39,613,27,54,48
50,36,528,66,27,601,14,39,50
45,46,451,40,34,737,15,53,54
32,46,481,58,36,769,30,44,52
43,35,508,58,36,734,19,47,59
63,26,509,55,17,706,16,67,44
48,34,464,66,28,739,24,49,44
56,43,474,67,34,610,25,52,55
39,46,522,49,31,835,20,46,54
47,52,533,48,37,563,25,44,40
47,31,474,54,35,759,26,45,63
40,34,468,54,33,741,27,40,49
55,34,479,52,25,592,16,47,67
55,62,496,48,46,558,15,47,63
38,48,524,41,40,737,22,56,40
50,29,502,56,33,746,21,51,39
80,48,518,52,35,752,22,44,41
59,22,525,64,16,716,22,39,46
54,46,488,65,29,706,26,49,39
44,41,450,55,23,715,20,50,60
52,41,480,47,29,609,25,46,41
44,29,486,50,22,754,23,39,37
48,36,501,45,34,747,23,49,53
53,38,514,65,24,722,26,43,44
31,38,474,52,34,607,20,38,47
42,44,487,50,19,837,19,47,59
34,37,468,70,30,577,31,39,48
42,51,500,65,33,620,22,52,49
43,54,494,54,20,711,29,49,54
67,50,442,58,11,866,31,49,48
54,37,459,47,19,630,28,40,57
45,38,462,55,25,676,16,57,42
46,35,510,61,34,745,21,37,45
47,41,507,49,21,760,23,54,51
38,29,544,62,23,694,22,57,47
41,40,434,60,43,825,24,42,48
42,52,466,48,17,686,34,49,51
53,39,503,46,33,816,25,37,49
50,28,508,42,45,907,25,56,57
55,32,478,53,27,726,17,51,57
55,38,501,66,28,828,18,40,39
36,35,495,40,28,730,17,43,49
46,53,465,49,31,616,24,52,43
69,41,458,58,34,713,19,49,47
54,46,497,51,31,750,20,52,52
43,42,485,48,21,800,36,43,49
48,62,489,41,43,742,17,42,68
53,45,507,54,22,711,20,42,47
54,34,492,51,22,734,29,42,36
43,52,497,51,27,739,34,52,39
48,37,465,53,37,756,17,47,52
53,32,493,69,30,594,27,37,50
43,38,474,60,40,703,18,42,51
47,36,473,58,32,694,17,47,54
60,31,496,38,27,755,19,50,56
46,57,491,49,41,579,27,48,38
64,41,540,59,28,719,26,48,41
36,32,520,58,29,862,25,47,53
54,46,528,52,28,836,20,70,51
56,38,532,57,17,559,19,41,58
64,44,552,47,27,725,17,54,48
57,52,475,53,28,603,34,57,55
53,42,556,57,57,727,27,41,52
50,27,520,78,32,741,15,38,45
40,29,501,67,15,687,24,51,41
49,36,482,44,25,720,21,50,45
43,46,512,53,27,698,20,53,46
47,30,529,48,21,715,17,60,54
60,67,534,59,42,761,18,42,52
44,26,500,54,28,709,17,48,49
49,54,516,49,43,778,25,54,54
50,41,444,49,33,593,20,57,43
55,26,532,66,17,692,21,48,55
50,53,538,47,41,722,22,45,36
34,24,477,43,22,625,20,48,37
47,46,567,69,42,861,15,54,47
62,27,498,52,34,610,22,35,56
49,63,469,62,33,728,37,59,37
34,39,481,52,36,729,20,52,44
46,39,514,57,31,788,25,53,54
56,48,513,47,40,613,26,42,50
52,45,502,53,41,723,21,48,41
45,41,470,51,26,864,15,53,47
56,27,532,59,32,756,19,40,47
49,44,494,63,18,740,31,51,48
49,60,496,63,50,702,30,52,44
56,47,480,51,37,765,40,52,48
29,32,485,65,29,707,24,38,46
49,38,442,47,25,731,18,38,51
47,46,525,59,34,741,14,54,55
61,47,536,47,25,741,26,51,48
39,44,476,65,31,713,22,56,46
57,24,466,58,27,741,29,55,42
46,27,565,43,37,676,28,42,45
47,44,494,49,17,626,27,41,52
41,32,498,41,28,693,31,65,47
52,32,513,47,30,822,23,67,55
49,40,434,49,34,706,27,54,45
47,32,462,54,37,811,22,68,43
58,46,523,58,41,840,29,52,51
51,31,505,56,30,724,19,52,44
51,31,572,45,26,700,26,54,45
36,52,482,55,45,580,18,65,47
37,42,504,53,23,723,32,36,50
51,29,541,53,18,789,19,48,49
53,50,509,47,32,708,35,55,45
49,33,480,55,26,861,15,36,53
44,36,424,64,41,704,19,55,50
53,46,489,48,40,603,16,57,48
43,27,510,52,21,867,15,45,72
47,49,493,55,26,857,18,41,44
55,36,560,67,24,843,27,55,50
48,33,567,55,19,684,24,56,50
52,60,517,56,36,761,20,62,44
35,34,453,67,27,883,16,38,54
39,26,551,61,14,696,22,51,61
44,25,497,62,52,826,17,53,56
39,26,543,49,28,669,26,44,45
53,33,482,70,32,724,28,62,48
53,41,478,50,38,736,24,44,56
46,33,488,46,20,717,16,43,49
52,40,477,65,28,639,23,44,53
50,40,480,55,36,749,21,35,55
61,29,480,51,33,709,25,44,54
69,28,479,59,12,852,24,38,50
54,34,476,49,40,706,25,37,40
67,37,482,51,21,600,37,44,48
43,24,537,49,23,731,23,46,52
52,43,458,48,30,703,23,57,47
47,25,506,38,25,846,25,38,46
61,35,436,65,43,826,13,51,57
63,27,522,47,15,606,17,46,30
57,56,509,58,41,709,30,42,46
61,32,448,45,40,721,23,48,62
56,25,471,66,44,850,17,35,47
44,35,474,41,34,690,21,52,45
42,41,464,61,31,767,25,42,43
51,42,495,49,38,821,23,66,61
56,25,455,51,23,613,21,42,52
37,38,510,59,31,740,20,48,52
49,36,477,47,38,902,29,46,51
35,37,453,49,36,599,20,45,50
51,26,545,55,32,862,21,54,62
47,46,486,47,14,688,20,47,43
45,25,516,52,26,709,18,40,56
51,32,501,59,30,875,22,52,43
57,30,509,64,17,596,17,57,42
61,34,523,52,41,650,16,53,56
40,40,531,47,33,703,34,45,43
50,42,493,53,22,630,28,51,50
56,28,483,56,26,852,25,57,56
40,29,473,60,35,729,17,50,47
45,33,479,63,25,740,27,55,46
65,33,478,45,47,596,24,58,46
73,52,518,63,33,554,19,52,55
39,60,518,51,45,640,23,51,46
63,34,520,47,38,740,28,54,39
43,39,502,49,25,866,27,48,41
52,12,532,55,33,677,25,46,51
48,40,502,57,26,844,16,47,57
42,37,486,42,27,700,21,61,51
43,33,478,51,32,771,13,53,52
53,40,481,53,34,747,27,58,42
63,46,468,50,32,767,29,49,53
68,26,526,51,24,779,24,52,42
55,39,464,59,31,881,30,48,56
46,40,548,68,29,575,23,49,47
47,27,502,60,32,877,17,60,50
48,37,502,53,39,707,23,54,44
65,30,525,51,33,704,20,48,43
51,32,533,46,23,721,28,48,46
52,27,536,54,22,683,26,51,42
60,45,490,51,36,754,21,34,50
39,45,459,46,37,643,28,41,58
45,35,508,43,27,744,23,43,58
56,28,495,53,31,734,28,55,45
42,45,493,60,25,590,27,59,53
53,36,518,50,17,793,29,47,41
46,17,519,39,20,849,23,56,50
53,33,491,49,39,694,27,67,35
52,34,474,64,26,670,25,48,42
44,28,473,49,26,854,27,40,54
41,38,498,57,18,585,32,51,38
59,63,468,48,43,750,24,49,35
62,45,461,59,50,743,31,65,58
51,21,543,54,34,747,23,53,40
64,35,496,58,30,702,29,57,50
58,50,447,44,34,735,20,55,38
63,41,508,51,41,735,16,41,49
67,53,518,64,28,735,19,51,48
63,31,494,52,25,709,20,47,52
39,33,507,51,19,603,20,50,50
47,38,481,61,31,852,26,39,67
56,39,482,47,23,590,22,42,41
40,33,512,48,28,703,20,57,49
43,30,521,61,19,813,17,30,51
58,30,524,42,26,750,27,40,51
60,38,499,57,41,724,26,51,37
57,56,506,56,38,619,16,53,53
49,37,485,50,40,612,11,38,50
33,25,506,61,19,816,19,38,50
48,23,503,48,30,806,17,48,58
54,56,547,72,45,688,19,47,60
52,40,472,47,29,703,37,44,49
46,60,480,48,40,620,26,46,41
51,52,526,58,39,898,24,58,53
54,39,437,54,41,662,27,48,59
42,49,498,50,33,860,22,45,36
58,46,530,57,41,709,28,61,39
41,40,499,72,38,659,28,44,55
54,34,521,39,38,775,19,53,48
57,43,464,52,39,871,29,36,53
38,29,509,45,33,755,23,55,51
41,32,526,60,26,701,35,63,60
67,39,505,46,35,707,24,55,62
44,46,481,54,35,610,27,73,42
42,24,506,46,45,812,29,50,40
40,36,541,54,27,755,29,45,49
61,42,487,60,28,733,24,55,62
58,37,505,43,29,878,30,60,49
37,31,511,49,30,745,24,50,74
46,35,512,46,26,564,13,66,52
54,40,468,46,30,726,15,48,48
52,38,465,48,23,602,21,53,49
47,32,472,50,27,747,29,64,39
42,48,486,44,26,713,26,36,41
49,46,469,46,30,858,25,51,60
55,31,506,48,28,687,17,53,43
50,34,450,46,29,695,19,55,49
50,33,482,48,29,697,21,55,52
44,37,478,56,20,684,17,55,41
44,43,494,55,41,747,24,37,58
52,39,453,53,26,586,24,50,48
55,24,493,63,42,577,29,46,41
59,39,490,55,31,751,18,44,56
52,31,474,62,31,894,20,61,60
55,43,513,71,34,821,13,41,53
60,37,456,53,25,688,31,40,41
56,30,499,59,25,734,25,50,40
48,51,472,52,21,710,27,42,56
38,42,452,55,37,749,23,39,38
50,47,501,54,42,750,32,54,55
54,24,507,48,31,703,20,54,42
40,30,501,61,19,617,17,62,51
61,39,489,50,30,552,21,54,45
46,51,504,60,30,839,22,61,36
54,33,546,76,22,852,36,51,40
55,45,527,43,47,745,15,56,50
49,37,551,34,19,744,18,52,57
53,30,494,36,43,605,23,49,50
45,24,465,52,40,617,28,42,48
56,39,446,47,41,684,23,44,46
46,41,479,44,30,709,20,44,42
55,30,466,46,29,668,22,47,45
63,44,479,58,12,725,14,61,47
39,52,522,50,20,611,34,60,49
51,61,506,51,42,697,22,47,43
60,33,485,71,22,637,29,47,47
51,36,527,52,27,702,22,39,52
55,38,442,50,22,705,21,40,41
74,34,451,60,37,724,22,45,57
49,35,512,45,23,570,33,57,38
53,41,503,65,48,716,26,47,51
57,51,538,53,50,738,22,53,50
46,38,476,66,28,721,28,50,53
48,50,512,54,36,659,23,40,54
43,35,512,63,20,574,21,66,52
49,19,527,51,34,709,22,56,48
39,31,520,70,20,792,22,46,44
44,33,537,56,21,611,20,39,52
40,35,460,56,25,745,27,43,52
53,46,445,46,34,670,30,39,66
46,53,503,49,30,617,30,42,45
45,32,570,44,30,885,30,58,38
51,41,523,55,40,739,15,49,40
55,39,479,59,31,702,15,25,46
46,35,502,47,26,563,20,47,49
48,47,492,58,21,673,17,44,62
63,40,494,35,33,731,22,49,43
55,47,541,57,41,726,17,39,57
54,40,523,49,28,783,19,38,56
47,37,480,65,36,703,23,46,37
55,33,525,52,35,620,29,54,57
57,34,491,49,34,734,20,47,57
45,50,493,50,33,760,25,44,54
53,34,427,46,26,688,21,60,51
58,48,512,62,28,608,28,49,38
56,41,503,45,27,690,23,50,50
62,53,512,47,33,719,22,51,55
39,31,490,51,29,726,15,52,48
50,32,510,47,30,851,20,62,51
52,38,496,46,24,713,23,64,52
48,30,459,62,29,752,22,43,64
43,28,464,40,40,770,22,62,58
52,35,505,41,28,715,37,54,51
41,27,535,36,18,579,27,37,48
43,54,457,71,26,628,16,38,49
40,46,484,42,39,801,22,45,43
46,39,548,42,27,740,16,58,47
57,42,482,52,32,617,24,33,52
58,51,476,55,33,621,19,51,57
54,47,496,55,23,743,24,42,31
44,36,508,57,30,772,20,46,32
40,22,486,50,30,839,24,48,40
53,41,507,49,41,772,21,53,43
44,27,508,54,41,721,34,37,55
42,35,509,55,24,864,16,50,56
53,42,496,75,44,718,27,55,57
58,31,503,40,36,872,36,47,55
62,38,487,60,39,738,21,47,42
42,33,475,46,26,603,21,42,63
49,47,507,63,51,827,23,44,49
54,56,505,54,39,848,18,48,58
38,36,473,47,27,748,17,56,48
48,35,464,43,40,627,14,44,39
50,36,491,53,42,741,16,48,51
40,38,523,47,28,743,34,44,43
38,26,496,52,28,692,16,57,61
44,32,419,58,23,586,33,45,60
57,60,534,41,41,734,18,49,44
46,47,498,39,31,748,27,54,46
54,40,490,69,31,745,23,45,48
56,22,479,56,21,723,15,49,47
55,39,472,57,42,756,25,47,55
47,33,535,68,25,735,19,46,40
42,43,493,51,32,716,22,34,43
54,29,561,59,29,685,25,59,50
51,37,480,53,34,622,23,54,44
54,35,475,48,38,595,14,45,51
39,28,498,51,28,710,18,58,52
45,27,495,69,26,750,20,55,61
51,41,503,48,55,697,16,45,59
57,23,485,61,20,839,18,39,46
41,42,474,60,26,731,26,59,45
46,49,532,66,47,713,24,53,52
57,33,461,49,33,607,24,45,45
44,41,494,53,28,840,26,43,38
62,23,565,56,24,826,18,45,55
59,50,461,48,45,735,25,54,57
53,35,491,53,22,885,15,49,53
62,43,503,60,19,704,21,42,51
53,40,492,52,32,741,16,65,60
65,41,505,57,32,611,19,58,50
50,31,480,46,32,761,25,55,42
56,43,484,53,28,815,25,53,53
47,24,447,48,35,848,22,51,51
40,33,495,46,33,741,21,52,54
51,36,526,55,27,716,23,47,55
58,52,489,53,20,814,17,40,50
45,47,479,46,41,597,25,52,53
54,26,585,47,22,584,16,32,62
63,32,454,56,31,834,19,46,44
45,36,465,51,25,708,24,46,44
51,44,483,43,40,732,29,54,68
44,63,530,52,23,684,23,42,41
52,34,503,36,17,723,25,47,53
39,38,476,40,24,860,14,68,48
49,58,517,70,43,585,21,63,35
43,47,477,59,30,599,29,37,57
45,33,521,54,24,727,27,40,37
61,35,455,52,31,818,24,53,46
44,38,468,48,29,752,23,51,46
56,35,483,58,16,719,22,47,48
43,52,507,45,31,609,18,55,46
34,38,508,55,32,711,24,47,39
36,45,501,67,34,605,16,44,38
44,41,485,51,21,540,26,39,52
41,37,524,49,28,838,24,40,54
40,33,481,54,30,582,18,54,35
49,42,502,74,35,855,21,44,54
49,39,507,52,44,643,32,50,54
57,32,481,55,32,720,22,62,58
37,30,538,43,28,708,19,51,52
62,30,485,60,25,587,19,42,50
54,44,485,53,28,860,18,47,50
51,43,505,67,43,732,34,52,26
39,58,518,53,36,740,17,43,50
46,35,527,52,13,705,26,42,49
37,46,468,58,36,675,18,43,51
59,25,502,50,35,636,13,51,58
42,45,493,42,38,917,19,44,60
53,31,484,59,34,874,29,50,64
58,36,508,51,28,656,17,56,50
46,54,505,40,34,847,22,52,44
48,35,495,39,22,830,21,51,52
57,18,491,61,27,848,27,39,40
55,52,559,50,46,857,17,54,41
62,34,472,49,28,606,21,47,56
50,61,534,62,39,678,19,60,68
56,28,531,64,32,715,23,40,45
45,56,525,47,25,728,17,50,45
48,35,478,50,26,702,22,57,58
60,36,531,51,21,684,24,40,40
39,44,542,50,45,908,18,48,48
37,46,508,58,36,754,30,59,46
31,23,526,45,12,834,23,38,49
32,42,492,49,22,815,20,36,50
35,60,462,58,49,749,29,46,63
54,37,493,72,29,604,15,39,55
43,30,516,51,14,821,26,54,55
52,33,468,55,42,586,22,55,57
56,33,494,74,19,636,17,63,53
49,30,490,51,27,733,24,42,41
40,26,483,47,35,600,23,50,40
43,33,512,40,16,731,33,62,46
35,37,443,56,25,870,18,62,52
38,32,491,55,31,614,30,30,43
58,52,519,45,42,877,19,56,42
68,21,520,38,17,869,21,53,59
37,54,484,58,36,604,22,55,62
68,33,473,61,32,823,16,51,51
40,38,526,69,39,740,20,48,47
54,53,515,37,41,876,28,60,33
57,34,507,62,40,741,29,60,54
47,45,497,61,47,599,20,52,56
53,25,536,58,26,824,18,51,57
48,42,498,50,33,803,25,45,57
47,21,527,48,23,640,21,43,42
45,35,455,53,33,703,21,43,48
53,30,513,61,19,711,25,54,46
69,36,446,38,34,585,22,49,59
70,18,536,54,36,700,19,60,53
60,26,466,53,28,686,17,34,56
43,36,438,47,27,713,25,54,40
53,32,483,51,25,659,26,42,45
43,61,538,48,42,823,23,48,57
56,35,477,54,37,607,25,48,43
49,27,481,79,31,843,27,49,43
53,21,500,65,23,728,20,62,53
37,42,507,54,28,698,20,40,51
59,26,557,48,25,589,21,51,42
51,29,466,61,39,878,23,48,57
55,54,438,39,23,583,25,38,45
47,49,503,50,40,908,21,59,46
47,39,478,43,23,729,18,48,55
36,40,544,52,18,709,24,33,45
65,30,554,76,23,791,16,61,54
43,35,488,69,22,738,21,48,43
56,29,533,51,24,840,19,46,42
54,40,459,48,21,843,21,56,48
67,27,511,52,32,618,27,50,46
54,28,522,49,19,687,14,43,69
41,45,510,64,24,676,25,46,38
46,31,530,46,20,520,25,38,56
50,46,502,60,36,812,17,49,52
50,47,469,58,26,622,21,55,50
44,38,503,54,24,710,29,49,43
49,44,509,53,38,779,20,39,53
55,47,527,57,41,589,20,45,60
41,41,522,64,22,705,24,48,51
74,50,528,51,38,724,17,62,58
37,19,528,55,24,834,28,50,45
56,40,475,53,24,822,29,55,49
44,51,471,48,35,738,15,52,47
43,36,448,45,39,700,30,44,53
47,38,515,50,11,687,24,41,61
58,38,525,49,25,712,20,54,47
54,49,501,48,34,850,22,40,50
53,40,461,54,24,738,24,40,34
48,40,451,38,24,708,26,51,48
42,39,487,64,35,753,22,49,41
41,36,470,73,36,859,22,51,54
39,35,495,61,23,821,25,52,52
33,28,473,56,35,701,38,47,44
61,33,510,52,29,712,19,41,43
62,20,521,54,13,679,25,49,40
47,27,518,50,23,702,25,53,57
54,56,463,45,30,859,14,51,52
54,58,482,50,34,864,23,62,49
48,36,500,47,34,748,25,53,56
56,33,464,75,31,602,27,47,47
46,35,518,49,26,627,18,56,44
67,43,517,79,28,641,24,44,68
73,49,445,57,12,608,23,61,54
52,22,564,45,27,855,28,62,52
43,36,499,50,26,838,21,45,40
75,24,510,58,32,637,20,40,43
55,22,503,47,23,744,24,47,53
44,41,490,44,50,816,28,55,53
58,33,566,41,18,864,21,57,39
42,37,511,53,32,663,19,53,56
65,39,503,56,39,619,20,48,31
56,33,465,49,33,836,28,52,46
49,46,517,56,39,621,26,44,58
40,49,542,63,30,735,21,65,51
45,39,503,64,11,714,19,50,48
29,24,485,52,22,742,26,42,55
76,27,471,56,20,748,23,60,51
54,45,474,51,36,743,34,46,38
44,55,452,70,24,872,20,36,36
48,40,517,56,37,717,25,43,45
36,43,505,59,42,728,17,39,64
61,43,524,62,47,749,29,41,52
47,28,528,74,22,750,13,45,56
60,46,466,41,18,719,19,50,44
51,54,481,66,37,617,22,45,43
45,37,524,42,38,741,20,59,59
54,32,475,49,33,731,23,54,53
47,29,543,49,28,603,21,64,59
62,30,493,54,27,845,27,60,57
50,27,509,71,32,729,33,44,38
60,26,524,66,24,576,34,47,38
68,29,510,74,31,814,30,50,48
55,51,522,56,42,727,23,46,54
61,37,464,55,24,726,19,54,60
70,37,479,50,35,576,29,42,40
50,30,541,49,30,605,19,43,39
54,37,476,50,35,660,16,46,54
67,33,516,59,27,755,15,50,60
50,28,495,54,17,727,26,30,55
56,23,486,60,35,622,37,39,50
50,28,472,52,32,852,24,47,37
47,27,512,61,14,694,22,39,49
47,49,510,61,40,723,25,48,53
37,67,559,58,31,725,16,49,53
62,52,465,50,46,705,25,46,54
59,39,526,54,24,734,24,45,48
55,44,501,58,20,815,24,48,49
49,43,513,63,23,661,22,47,56
64,32,549,64,33,840,29,62,48
44,32,494,60,39,699,24,26,46
52,52,507,50,55,703,20,60,50
44,34,462,52,28,761,15,54,55
45,43,538,63,31,620,16,45,55
59,42,468,54,23,800,20,48,41
62,38,535,47,26,679,20,59,54
39,37,510,68,23,730,20,38,58
48,36,480,46,25,735,16,50,40
37,66,535,73,40,723,30,30,40
46,34,467,49,37,713,24,48,41
56,37,553,53,25,613,19,50,48
59,46,455,35,35,759,24,56,37
44,29,493,45,17,670,32,41,49
56,41,471,57,34,604,27,38,54
47,33,463,46,36,634,22,51,60
50,55,486,50,36,691,28,45,55
58,25,469,50,26,715,31,42,41
45,36,497,62,32,713,24,45,49
59,35,526,68,29,754,26,47,41
43,33,490,45,27,800,27,39,33
65,27,472,47,31,835,25,46,43
61,37,511,48,32,680,15,48,52
60,29,512,54,40,722,21,43,53
57,36,504,53,32,596,33,53,47
43,45,517,52,35,740,32,44,42
57,21,520,61,15,816,19,51,32
31,41,452,66,27,855,34,45,49
49,41,529,55,44,733,25,54,50
54,44,498,51,38,734,24,49,44
32,46,515,43,35,841,25,42,39
56,32,451,68,35,741,27,41,55
49,47,478,52,47,720,24,43,46
75,33,438,37,31,739,31,37,52
44,33,527,55,35,711,27,43,40
45,33,462,53,29,733,37,47,39
48,50,481,73,49,831,17,47,73
46,47,502,53,49,736,17,54,42
49,46,441,58,25,745,28,46,51
58,32,512,44,41,744,15,50,41
40,31,470,53,30,772,21,48,43
57,38,498,41,34,872,22,56,53
42,32,547,57,17,686,24,53,54
50,32,490,62,31,698,26,51,60
50,37,522,45,28,610,25,58,50
44,16,451,53,23,715,23,55,47
29,26,474,41,41,862,28,39,39
45,46,473,52,50,611,29,44,51
55,28,485,70,31,702,12,45,46
50,39,495,45,25,701,11,54,52
38,29,585,58,32,723,26,39,43
60,51,510,54,37,833,19,54,62
58,40,468,65,27,729,19,51,56
55,39,553,63,22,825,23,49,61
46,31,550,55,23,711,21,70,43
62,44,518,70,44,750,25,43,45
